CustomerID,Recency,Frequency,Monetary,Customer_Lifetime_Value,Cluster,Segment
15021.0,9,9,1871.77,1871.77,0,Regular / Moderate-Value Customers
15022.0,12,4,852.39,852.39,0,Regular / Moderate-Value Customers
15023.0,3,11,6720.41,6720.41,0,Regular / Moderate-Value Customers
15024.0,10,10,1636.43,1636.43,0,Regular / Moderate-Value Customers
15025.0,33,1,361.96,361.96,0,Regular / Moderate-Value Customers
15026.0,80,3,469.0,469.0,0,Regular / Moderate-Value Customers
15027.0,31,4,1066.1499999999999,1066.1499999999999,0,Regular / Moderate-Value Customers
15028.0,8,4,627.13,627.13,0,Regular / Moderate-Value Customers
15030.0,72,2,518.28,518.28,0,Regular / Moderate-Value Customers
15031.0,4,4,653.19,653.19,0,Regular / Moderate-Value Customers
15032.0,256,3,4959.1,4959.1,1,At-Risk / Low-Value Customers
15033.0,5,10,2557.18,2557.18,0,Regular / Moderate-Value Customers
15034.0,16,8,4274.16,4274.16,0,Regular / Moderate-Value Customers
15035.0,90,1,252.73000000000002,252.73000000000002,0,Regular / Moderate-Value Customers
15036.0,72,3,429.56,429.56,0,Regular / Moderate-Value Customers
15038.0,59,6,685.74,685.74,0,Regular / Moderate-Value Customers
15039.0,10,47,19766.59,19766.59,3,Loyal / Valuable Customers
15041.0,170,1,179.93,179.93,1,At-Risk / Low-Value Customers
15042.0,199,1,135.93,135.93,1,At-Risk / Low-Value Customers
15043.0,31,1,537.0,537.0,0,Regular / Moderate-Value Customers
15044.0,19,17,7634.7300000000005,7634.7300000000005,3,Loyal / Valuable Customers
15045.0,152,2,735.66,735.66,1,At-Risk / Low-Value Customers
15046.0,9,15,5090.42,5090.42,3,Loyal / Valuable Customers
15047.0,270,1,343.62,343.62,1,At-Risk / Low-Value Customers
15048.0,65,4,381.0,381.0,0,Regular / Moderate-Value Customers
15049.0,274,1,121.17000000000002,121.17000000000002,1,At-Risk / Low-Value Customers
15050.0,25,3,1737.69,1737.69,0,Regular / Moderate-Value Customers
15051.0,23,3,1383.3600000000001,1383.3600000000001,0,Regular / Moderate-Value Customers
15052.0,319,1,207.73000000000002,207.73000000000002,1,At-Risk / Low-Value Customers
15053.0,5,3,693.95,693.95,0,Regular / Moderate-Value Customers
15054.0,12,2,302.1,302.1,0,Regular / Moderate-Value Customers
15057.0,275,2,1489.5,1489.5,1,At-Risk / Low-Value Customers
15058.0,25,11,2102.54,2102.54,0,Regular / Moderate-Value Customers
15059.0,41,9,1337.72,1337.72,0,Regular / Moderate-Value Customers
15060.0,8,4,294.25,294.25,0,Regular / Moderate-Value Customers
15061.0,4,48,54534.14,54534.14,3,Loyal / Valuable Customers
15062.0,71,4,987.86,987.86,0,Regular / Moderate-Value Customers
15063.0,213,1,370.79999999999995,370.79999999999995,1,At-Risk / Low-Value Customers
15065.0,38,4,3158.13,3158.13,0,Regular / Moderate-Value Customers
15066.0,53,1,893.59,893.59,0,Regular / Moderate-Value Customers
15067.0,78,3,1744.76,1744.76,0,Regular / Moderate-Value Customers
15068.0,46,2,553.36,553.36,0,Regular / Moderate-Value Customers
15069.0,179,1,1109.53,1109.53,1,At-Risk / Low-Value Customers
15070.0,373,1,106.2,106.2,1,At-Risk / Low-Value Customers
15071.0,94,2,982.07,982.07,0,Regular / Moderate-Value Customers
15073.0,10,3,1043.41,1043.41,0,Regular / Moderate-Value Customers
15074.0,105,1,735.67,735.67,0,Regular / Moderate-Value Customers
15075.0,78,1,773.03,773.03,0,Regular / Moderate-Value Customers
15076.0,173,1,880.85,880.85,1,At-Risk / Low-Value Customers
15078.0,7,32,9743.11,9743.11,3,Loyal / Valuable Customers
15079.0,213,4,895.61,895.61,1,At-Risk / Low-Value Customers
15081.0,22,5,504.8,504.8,0,Regular / Moderate-Value Customers
15083.0,257,1,88.2,88.2,1,At-Risk / Low-Value Customers
15087.0,282,1,306.94,306.94,1,At-Risk / Low-Value Customers
15088.0,21,2,1160.07,1160.07,0,Regular / Moderate-Value Customers
15089.0,10,6,2420.84,2420.84,0,Regular / Moderate-Value Customers
15090.0,308,1,381.32,381.32,1,At-Risk / Low-Value Customers
15091.0,68,1,480.71,480.71,0,Regular / Moderate-Value Customers
15092.0,215,2,457.81,457.81,1,At-Risk / Low-Value Customers
15093.0,18,6,4597.02,4597.02,0,Regular / Moderate-Value Customers
15095.0,104,4,1370.6,1370.6,0,Regular / Moderate-Value Customers
15096.0,43,1,219.39000000000001,219.39000000000001,0,Regular / Moderate-Value Customers
15097.0,4,1,248.08,248.08,0,Regular / Moderate-Value Customers
15098.0,182,3,39916.5,39916.5,3,Loyal / Valuable Customers
15099.0,84,1,410.48,410.48,0,Regular / Moderate-Value Customers
15100.0,334,3,876.0,876.0,1,At-Risk / Low-Value Customers
15101.0,9,2,317.53,317.53,0,Regular / Moderate-Value Customers
15103.0,31,2,703.36,703.36,0,Regular / Moderate-Value Customers
15104.0,197,2,993.54,993.54,1,At-Risk / Low-Value Customers
15105.0,18,7,2298.93,2298.93,0,Regular / Moderate-Value Customers
15106.0,18,5,1422.52,1422.52,0,Regular / Moderate-Value Customers
15107.0,311,6,319.5,319.5,1,At-Risk / Low-Value Customers
15108.0,142,4,1300.25,1300.25,0,Regular / Moderate-Value Customers
15109.0,246,1,484.95,484.95,1,At-Risk / Low-Value Customers
15110.0,24,4,996.1,996.1,0,Regular / Moderate-Value Customers
15111.0,29,3,1567.48,1567.48,0,Regular / Moderate-Value Customers
15113.0,10,3,3509.43,3509.43,0,Regular / Moderate-Value Customers
15114.0,30,10,2760.56,2760.56,0,Regular / Moderate-Value Customers
15115.0,18,1,340.11,340.11,0,Regular / Moderate-Value Customers
15116.0,18,4,1352.75,1352.75,0,Regular / Moderate-Value Customers
15117.0,15,5,1551.78,1551.78,0,Regular / Moderate-Value Customers
15118.0,134,1,244.8,244.8,0,Regular / Moderate-Value Customers
15119.0,246,1,266.4,266.4,1,At-Risk / Low-Value Customers
15120.0,134,1,358.82,358.82,0,Regular / Moderate-Value Customers
15121.0,50,2,457.72,457.72,0,Regular / Moderate-Value Customers
15122.0,114,3,1633.78,1633.78,0,Regular / Moderate-Value Customers
15123.0,7,2,2199.31,2199.31,0,Regular / Moderate-Value Customers
15124.0,23,2,184.19,184.19,0,Regular / Moderate-Value Customers
15125.0,25,15,11528.48,11528.48,3,Loyal / Valuable Customers
15127.0,66,1,406.53,406.53,0,Regular / Moderate-Value Customers
15128.0,60,4,1471.0,1471.0,0,Regular / Moderate-Value Customers
15129.0,50,11,3447.4,3447.4,0,Regular / Moderate-Value Customers
15130.0,170,1,330.11,330.11,1,At-Risk / Low-Value Customers
15132.0,18,5,977.9300000000001,977.9300000000001,0,Regular / Moderate-Value Customers
15133.0,128,3,982.42,982.42,0,Regular / Moderate-Value Customers
15134.0,15,8,1387.99,1387.99,0,Regular / Moderate-Value Customers
15135.0,239,1,139.05,139.05,1,At-Risk / Low-Value Customers
15136.0,3,4,1286.7,1286.7,0,Regular / Moderate-Value Customers
15139.0,240,2,178.96,178.96,1,At-Risk / Low-Value Customers
15140.0,52,7,2354.25,2354.25,0,Regular / Moderate-Value Customers
15142.0,46,1,498.74,498.74,0,Regular / Moderate-Value Customers
15143.0,226,1,259.45,259.45,1,At-Risk / Low-Value Customers
15144.0,8,17,6580.44,6580.44,3,Loyal / Valuable Customers
15145.0,4,4,1194.73,1194.73,0,Regular / Moderate-Value Customers
15146.0,165,2,1327.16,1327.16,1,At-Risk / Low-Value Customers
15147.0,240,1,623.5,623.5,1,At-Risk / Low-Value Customers
15148.0,11,1,301.29,301.29,0,Regular / Moderate-Value Customers
15149.0,134,1,520.8000000000001,520.8000000000001,0,Regular / Moderate-Value Customers
15150.0,17,10,5291.33,5291.33,0,Regular / Moderate-Value Customers
15152.0,10,13,4745.69,4745.69,0,Regular / Moderate-Value Customers
15153.0,31,1,329.25,329.25,0,Regular / Moderate-Value Customers
15154.0,75,1,254.28,254.28,0,Regular / Moderate-Value Customers
15156.0,1,3,961.49,961.49,0,Regular / Moderate-Value Customers
15157.0,4,3,1936.07,1936.07,0,Regular / Moderate-Value Customers
15158.0,45,1,401.40000000000003,401.40000000000003,0,Regular / Moderate-Value Customers
15159.0,2,30,18641.010000000002,18641.010000000002,3,Loyal / Valuable Customers
15160.0,357,1,158.16,158.16,1,At-Risk / Low-Value Customers
15163.0,18,2,304.47,304.47,0,Regular / Moderate-Value Customers
15164.0,69,3,824.58,824.58,0,Regular / Moderate-Value Customers
15165.0,373,1,487.75,487.75,1,At-Risk / Low-Value Customers
15167.0,321,1,158.8,158.8,1,At-Risk / Low-Value Customers
15168.0,26,1,106.56,106.56,0,Regular / Moderate-Value Customers
15171.0,331,1,1289.5,1289.5,1,At-Risk / Low-Value Customers
15172.0,9,5,1624.05,1624.05,0,Regular / Moderate-Value Customers
15174.0,323,1,135.75,135.75,1,At-Risk / Low-Value Customers
15175.0,72,1,224.14,224.14,0,Regular / Moderate-Value Customers
15178.0,260,1,40.5,40.5,1,At-Risk / Low-Value Customers
15179.0,18,5,2206.95,2206.95,0,Regular / Moderate-Value Customers
15180.0,367,1,87.5,87.5,1,At-Risk / Low-Value Customers
15181.0,66,3,689.4799999999999,689.4799999999999,0,Regular / Moderate-Value Customers
15182.0,154,2,622.85,622.85,1,At-Risk / Low-Value Customers
15184.0,29,2,402.2,402.2,0,Regular / Moderate-Value Customers
15185.0,70,1,310.62,310.62,0,Regular / Moderate-Value Customers
15186.0,14,2,411.41,411.41,0,Regular / Moderate-Value Customers
15187.0,2,16,4777.18,4777.18,3,Loyal / Valuable Customers
15189.0,1,41,16225.39,16225.39,3,Loyal / Valuable Customers
15192.0,120,3,1044.32,1044.32,0,Regular / Moderate-Value Customers
15193.0,61,1,499.32,499.32,0,Regular / Moderate-Value Customers
15194.0,3,15,7616.53,7616.53,3,Loyal / Valuable Customers
15195.0,3,1,3861.0,3861.0,0,Regular / Moderate-Value Customers
15197.0,11,3,1079.6100000000001,1079.6100000000001,0,Regular / Moderate-Value Customers
15198.0,92,2,193.64,193.64,0,Regular / Moderate-Value Customers
15199.0,59,4,1268.7,1268.7,0,Regular / Moderate-Value Customers
15201.0,87,5,1236.54,1236.54,0,Regular / Moderate-Value Customers
15203.0,26,6,1827.8,1827.8,0,Regular / Moderate-Value Customers
15204.0,357,1,316.58,316.58,1,At-Risk / Low-Value Customers
15205.0,85,2,653.24,653.24,0,Regular / Moderate-Value Customers
15206.0,10,4,420.29999999999995,420.29999999999995,0,Regular / Moderate-Value Customers
15208.0,1,5,870.12,870.12,0,Regular / Moderate-Value Customers
15210.0,225,1,331.18,331.18,1,At-Risk / Low-Value Customers
15211.0,60,2,894.4100000000001,894.4100000000001,0,Regular / Moderate-Value Customers
15212.0,241,1,101.8,101.8,1,At-Risk / Low-Value Customers
15213.0,319,2,328.35,328.35,1,At-Risk / Low-Value Customers
15214.0,2,8,1661.44,1661.44,0,Regular / Moderate-Value Customers
15215.0,47,3,734.94,734.94,0,Regular / Moderate-Value Customers
15216.0,88,1,96.6,96.6,0,Regular / Moderate-Value Customers
15218.0,11,11,5756.89,5756.89,0,Regular / Moderate-Value Customers
15219.0,176,1,305.75,305.75,1,At-Risk / Low-Value Customers
15220.0,52,6,1778.96,1778.96,0,Regular / Moderate-Value Customers
15221.0,366,1,403.25,403.25,1,At-Risk / Low-Value Customers
15222.0,319,1,585.0,585.0,1,At-Risk / Low-Value Customers
15223.0,226,2,755.75,755.75,1,At-Risk / Low-Value Customers
15224.0,358,2,322.08,322.08,1,At-Risk / Low-Value Customers
15225.0,234,1,409.40000000000003,409.40000000000003,1,At-Risk / Low-Value Customers
15226.0,311,1,154.41,154.41,1,At-Risk / Low-Value Customers
15227.0,37,5,1219.4,1219.4,0,Regular / Moderate-Value Customers
15228.0,66,4,3386.71,3386.71,0,Regular / Moderate-Value Customers
15230.0,239,2,429.6,429.6,1,At-Risk / Low-Value Customers
15232.0,113,2,612.06,612.06,0,Regular / Moderate-Value Customers
15234.0,277,1,197.0,197.0,1,At-Risk / Low-Value Customers
15235.0,218,12,2247.51,2247.51,1,At-Risk / Low-Value Customers
15236.0,299,1,321.05,321.05,1,At-Risk / Low-Value Customers
15237.0,2,4,1412.32,1412.32,0,Regular / Moderate-Value Customers
15238.0,29,3,1071.99,1071.99,0,Regular / Moderate-Value Customers
15239.0,10,2,780.59,780.59,0,Regular / Moderate-Value Customers
15240.0,45,5,1706.57,1706.57,0,Regular / Moderate-Value Customers
15241.0,67,8,1756.44,1756.44,0,Regular / Moderate-Value Customers
15243.0,74,1,316.68,316.68,0,Regular / Moderate-Value Customers
15244.0,65,2,631.57,631.57,0,Regular / Moderate-Value Customers
15245.0,134,3,2515.84,2515.84,0,Regular / Moderate-Value Customers
15246.0,238,2,514.15,514.15,1,At-Risk / Low-Value Customers
15247.0,122,1,356.0,356.0,0,Regular / Moderate-Value Customers
15249.0,32,13,6688.46,6688.46,0,Regular / Moderate-Value Customers
15251.0,9,11,10484.99,10484.99,0,Regular / Moderate-Value Customers
15252.0,36,2,740.78,740.78,0,Regular / Moderate-Value Customers
15253.0,16,5,918.1999999999999,918.1999999999999,0,Regular / Moderate-Value Customers
15254.0,127,1,300.36,300.36,0,Regular / Moderate-Value Customers
15255.0,67,1,890.85,890.85,0,Regular / Moderate-Value Customers
15256.0,149,1,98.45,98.45,1,At-Risk / Low-Value Customers
15257.0,283,1,317.15,317.15,1,At-Risk / Low-Value Customers
15258.0,169,2,623.16,623.16,1,At-Risk / Low-Value Customers
15260.0,100,7,1810.77,1810.77,0,Regular / Moderate-Value Customers
15261.0,135,1,254.82,254.82,0,Regular / Moderate-Value Customers
15262.0,324,1,178.95000000000002,178.95000000000002,1,At-Risk / Low-Value Customers
15263.0,107,1,156.51,156.51,0,Regular / Moderate-Value Customers
15264.0,64,1,393.74,393.74,0,Regular / Moderate-Value Customers
15265.0,151,2,1506.1200000000001,1506.1200000000001,1,At-Risk / Low-Value Customers
15266.0,338,1,119.3,119.3,1,At-Risk / Low-Value Customers
15267.0,22,5,1717.36,1717.36,0,Regular / Moderate-Value Customers
15269.0,24,1,408.8,408.8,0,Regular / Moderate-Value Customers
15270.0,16,7,2379.49,2379.49,0,Regular / Moderate-Value Customers
15271.0,7,15,2493.34,2493.34,3,Loyal / Valuable Customers
15272.0,57,2,721.94,721.94,0,Regular / Moderate-Value Customers
15274.0,4,2,716.57,716.57,0,Regular / Moderate-Value Customers
15275.0,38,1,615.14,615.14,0,Regular / Moderate-Value Customers
15276.0,66,1,128.63,128.63,0,Regular / Moderate-Value Customers
15277.0,47,1,255.89999999999998,255.89999999999998,0,Regular / Moderate-Value Customers
15279.0,355,1,290.51,290.51,1,At-Risk / Low-Value Customers
15280.0,172,1,113.12,113.12,1,At-Risk / Low-Value Customers
15281.0,59,9,2332.15,2332.15,0,Regular / Moderate-Value Customers
15286.0,50,1,240.55,240.55,0,Regular / Moderate-Value Customers
15287.0,22,2,486.69,486.69,0,Regular / Moderate-Value Customers
15288.0,43,5,2306.52,2306.52,0,Regular / Moderate-Value Customers
15289.0,29,3,939.78,939.78,0,Regular / Moderate-Value Customers
15290.0,5,18,7943.22,7943.22,3,Loyal / Valuable Customers
15291.0,26,15,4668.3,4668.3,3,Loyal / Valuable Customers
15292.0,201,1,178.39,178.39,1,At-Risk / Low-Value Customers
15296.0,51,6,3672.86,3672.86,0,Regular / Moderate-Value Customers
15297.0,10,3,641.94,641.94,0,Regular / Moderate-Value Customers
15298.0,2,12,4799.9,4799.9,0,Regular / Moderate-Value Customers
15299.0,67,7,4507.01,4507.01,0,Regular / Moderate-Value Customers
15300.0,64,1,496.44,496.44,0,Regular / Moderate-Value Customers
15301.0,51,12,5049.95,5049.95,0,Regular / Moderate-Value Customers
15303.0,290,1,574.02,574.02,1,At-Risk / Low-Value Customers
15304.0,61,8,694.4000000000001,694.4000000000001,0,Regular / Moderate-Value Customers
15306.0,64,3,1174.35,1174.35,0,Regular / Moderate-Value Customers
15307.0,96,1,205.3,205.3,0,Regular / Moderate-Value Customers
15308.0,274,1,310.47,310.47,1,At-Risk / Low-Value Customers
15311.0,1,91,60632.75,60632.75,2,High-Value Customers
15312.0,75,4,924.85,924.85,0,Regular / Moderate-Value Customers
15313.0,110,1,52.0,52.0,0,Regular / Moderate-Value Customers
15314.0,199,1,327.97,327.97,1,At-Risk / Low-Value Customers
15315.0,64,2,570.5,570.5,0,Regular / Moderate-Value Customers
15316.0,327,1,165.0,165.0,1,At-Risk / Low-Value Customers
15318.0,4,1,312.62,312.62,0,Regular / Moderate-Value Customers
15319.0,284,1,204.5,204.5,1,At-Risk / Low-Value Customers
15320.0,44,1,267.13,267.13,0,Regular / Moderate-Value Customers
15321.0,71,3,2748.31,2748.31,0,Regular / Moderate-Value Customers
15322.0,86,1,679.68,679.68,0,Regular / Moderate-Value Customers
15325.0,104,1,161.74,161.74,0,Regular / Moderate-Value Customers
15326.0,334,1,311.71,311.71,1,At-Risk / Low-Value Customers
15327.0,53,1,208.75,208.75,0,Regular / Moderate-Value Customers
15329.0,39,3,1049.7,1049.7,0,Regular / Moderate-Value Customers
15330.0,32,2,714.96,714.96,0,Regular / Moderate-Value Customers
15332.0,366,4,1661.06,1661.06,1,At-Risk / Low-Value Customers
15333.0,208,1,1028.56,1028.56,1,At-Risk / Low-Value Customers
15334.0,157,3,350.82,350.82,1,At-Risk / Low-Value Customers
15335.0,54,1,170.22,170.22,0,Regular / Moderate-Value Customers
15339.0,66,2,574.07,574.07,0,Regular / Moderate-Value Customers
15341.0,81,1,2020.52,2020.52,0,Regular / Moderate-Value Customers
15342.0,130,1,406.09,406.09,0,Regular / Moderate-Value Customers
15343.0,87,1,364.5,364.5,0,Regular / Moderate-Value Customers
15344.0,1,3,563.94,563.94,0,Regular / Moderate-Value Customers
15345.0,46,1,393.54,393.54,0,Regular / Moderate-Value Customers
15346.0,333,1,252.42000000000002,252.42000000000002,1,At-Risk / Low-Value Customers
15347.0,366,1,201.60000000000002,201.60000000000002,1,At-Risk / Low-Value Customers
15348.0,72,1,158.04,158.04,0,Regular / Moderate-Value Customers
15349.0,158,2,463.90999999999997,463.90999999999997,1,At-Risk / Low-Value Customers
15350.0,373,1,115.65,115.65,1,At-Risk / Low-Value Customers
15351.0,12,7,1934.66,1934.66,0,Regular / Moderate-Value Customers
15353.0,255,2,770.12,770.12,1,At-Risk / Low-Value Customers
15355.0,29,2,277.05,277.05,0,Regular / Moderate-Value Customers
15356.0,31,10,2718.03,2718.03,0,Regular / Moderate-Value Customers
15358.0,5,22,8347.2,8347.2,3,Loyal / Valuable Customers
15360.0,40,1,427.93,427.93,0,Regular / Moderate-Value Customers
15361.0,362,1,418.92,418.92,1,At-Risk / Low-Value Customers
15363.0,373,1,326.0,326.0,1,At-Risk / Low-Value Customers
15364.0,96,2,913.19,913.19,0,Regular / Moderate-Value Customers
15365.0,26,7,2314.32,2314.32,0,Regular / Moderate-Value Customers
15366.0,75,2,602.51,602.51,0,Regular / Moderate-Value Customers
15367.0,57,4,1877.59,1877.59,0,Regular / Moderate-Value Customers
15368.0,21,1,446.94000000000005,446.94000000000005,0,Regular / Moderate-Value Customers
15370.0,41,7,2386.05,2386.05,0,Regular / Moderate-Value Customers
15372.0,137,1,2007.3999999999999,2007.3999999999999,0,Regular / Moderate-Value Customers
15373.0,8,12,2415.91,2415.91,0,Regular / Moderate-Value Customers
15374.0,129,1,168.0,168.0,0,Regular / Moderate-Value Customers
15376.0,40,3,1221.56,1221.56,0,Regular / Moderate-Value Customers
15379.0,169,7,3703.29,3703.29,1,At-Risk / Low-Value Customers
15380.0,9,5,1690.2600000000002,1690.2600000000002,0,Regular / Moderate-Value Customers
15381.0,214,2,596.85,596.85,1,At-Risk / Low-Value Customers
15382.0,15,6,5955.71,5955.71,0,Regular / Moderate-Value Customers
15384.0,170,2,642.41,642.41,1,At-Risk / Low-Value Customers
15385.0,40,1,316.88,316.88,0,Regular / Moderate-Value Customers
15386.0,186,1,394.14,394.14,1,At-Risk / Low-Value Customers
15388.0,270,1,140.54,140.54,1,At-Risk / Low-Value Customers
15389.0,172,1,500.0,500.0,1,At-Risk / Low-Value Customers
15392.0,5,4,1535.53,1535.53,0,Regular / Moderate-Value Customers
15393.0,16,2,231.86,231.86,0,Regular / Moderate-Value Customers
15394.0,10,4,2183.54,2183.54,0,Regular / Moderate-Value Customers
15395.0,326,1,107.45,107.45,1,At-Risk / Low-Value Customers
15396.0,113,1,288.18,288.18,0,Regular / Moderate-Value Customers
15397.0,290,1,94.0,94.0,1,At-Risk / Low-Value Customers
15398.0,16,2,1345.53,1345.53,0,Regular / Moderate-Value Customers
15399.0,1,3,815.77,815.77,0,Regular / Moderate-Value Customers
15400.0,92,5,716.2,716.2,0,Regular / Moderate-Value Customers
15402.0,149,2,626.77,626.77,1,At-Risk / Low-Value Customers
15405.0,189,1,349.1,349.1,1,At-Risk / Low-Value Customers
15406.0,31,2,510.71000000000004,510.71000000000004,0,Regular / Moderate-Value Customers
15407.0,34,4,1046.74,1046.74,0,Regular / Moderate-Value Customers
15408.0,264,1,267.18,267.18,1,At-Risk / Low-Value Customers
15410.0,84,8,3450.84,3450.84,0,Regular / Moderate-Value Customers
15411.0,26,4,1348.93,1348.93,0,Regular / Moderate-Value Customers
15412.0,171,1,190.53,190.53,1,At-Risk / Low-Value Customers
15414.0,10,3,774.9000000000001,774.9000000000001,0,Regular / Moderate-Value Customers
15415.0,313,1,559.61,559.61,1,At-Risk / Low-Value Customers
15416.0,65,4,3984.32,3984.32,0,Regular / Moderate-Value Customers
15417.0,85,1,508.8,508.8,0,Regular / Moderate-Value Customers
15419.0,25,1,135.86,135.86,0,Regular / Moderate-Value Customers
15421.0,59,4,950.36,950.36,0,Regular / Moderate-Value Customers
15422.0,323,2,97.7,97.7,1,At-Risk / Low-Value Customers
15423.0,38,1,43.5,43.5,0,Regular / Moderate-Value Customers
15424.0,254,2,383.34,383.34,1,At-Risk / Low-Value Customers
15426.0,19,5,1404.07,1404.07,0,Regular / Moderate-Value Customers
15427.0,33,3,1430.54,1430.54,0,Regular / Moderate-Value Customers
15428.0,15,1,93.78,93.78,0,Regular / Moderate-Value Customers
15429.0,27,2,397.35,397.35,0,Regular / Moderate-Value Customers
15432.0,23,1,171.19,171.19,0,Regular / Moderate-Value Customers
15433.0,214,2,533.3,533.3,1,At-Risk / Low-Value Customers
15434.0,8,5,1041.48,1041.48,0,Regular / Moderate-Value Customers
15435.0,22,1,149.29,149.29,0,Regular / Moderate-Value Customers
15436.0,12,3,1067.75,1067.75,0,Regular / Moderate-Value Customers
15437.0,262,1,200.16,200.16,1,At-Risk / Low-Value Customers
15438.0,131,1,156.57999999999998,156.57999999999998,0,Regular / Moderate-Value Customers
15440.0,55,3,383.68,383.68,0,Regular / Moderate-Value Customers
15442.0,249,1,594.0,594.0,1,At-Risk / Low-Value Customers
15443.0,2,7,3213.59,3213.59,0,Regular / Moderate-Value Customers
15444.0,9,2,1411.21,1411.21,0,Regular / Moderate-Value Customers
15445.0,264,1,113.5,113.5,1,At-Risk / Low-Value Customers
15447.0,331,1,155.17,155.17,1,At-Risk / Low-Value Customers
15448.0,313,1,494.64,494.64,1,At-Risk / Low-Value Customers
15449.0,26,3,974.52,974.52,0,Regular / Moderate-Value Customers
15450.0,30,1,429.84,429.84,0,Regular / Moderate-Value Customers
15452.0,30,3,528.48,528.48,0,Regular / Moderate-Value Customers
15453.0,2,7,1371.77,1371.77,0,Regular / Moderate-Value Customers
15454.0,362,1,179.1,179.1,1,At-Risk / Low-Value Customers
15456.0,283,3,434.59000000000003,434.59000000000003,1,At-Risk / Low-Value Customers
15457.0,262,1,237.07,237.07,1,At-Risk / Low-Value Customers
15458.0,25,1,161.64,161.64,0,Regular / Moderate-Value Customers
15460.0,354,1,214.26,214.26,1,At-Risk / Low-Value Customers
15462.0,94,3,234.6,234.6,0,Regular / Moderate-Value Customers
15463.0,29,1,126.14,126.14,0,Regular / Moderate-Value Customers
15464.0,338,1,1044.65,1044.65,1,At-Risk / Low-Value Customers
15465.0,20,18,7354.62,7354.62,3,Loyal / Valuable Customers
15466.0,85,1,334.53,334.53,0,Regular / Moderate-Value Customers
15467.0,9,3,524.88,524.88,0,Regular / Moderate-Value Customers
15468.0,51,2,467.51,467.51,0,Regular / Moderate-Value Customers
15469.0,50,2,538.55,538.55,0,Regular / Moderate-Value Customers
15471.0,2,1,454.48,454.48,0,Regular / Moderate-Value Customers
15472.0,113,1,371.56,371.56,0,Regular / Moderate-Value Customers
15473.0,14,7,1771.2,1771.2,0,Regular / Moderate-Value Customers
15475.0,77,1,454.10999999999996,454.10999999999996,0,Regular / Moderate-Value Customers
15478.0,40,2,1399.92,1399.92,0,Regular / Moderate-Value Customers
15480.0,116,1,905.5,905.5,0,Regular / Moderate-Value Customers
15482.0,16,12,10879.76,10879.76,3,Loyal / Valuable Customers
15483.0,161,4,225.26,225.26,1,At-Risk / Low-Value Customers
15484.0,1,4,3590.41,3590.41,0,Regular / Moderate-Value Customers
15485.0,30,3,2564.5,2564.5,0,Regular / Moderate-Value Customers
15488.0,93,1,91.32000000000001,91.32000000000001,0,Regular / Moderate-Value Customers
15489.0,23,3,1134.28,1134.28,0,Regular / Moderate-Value Customers
15491.0,95,6,3100.09,3100.09,0,Regular / Moderate-Value Customers
15492.0,28,2,659.4599999999999,659.4599999999999,0,Regular / Moderate-Value Customers
15493.0,33,5,1953.41,1953.41,0,Regular / Moderate-Value Customers
15494.0,21,2,1280.58,1280.58,0,Regular / Moderate-Value Customers
15497.0,18,2,1262.2,1262.2,0,Regular / Moderate-Value Customers
15498.0,3,27,13316.4,13316.4,3,Loyal / Valuable Customers
15500.0,8,4,1131.56,1131.56,0,Regular / Moderate-Value Customers
15502.0,16,12,10384.93,10384.93,3,Loyal / Valuable Customers
15503.0,363,1,141.04,141.04,1,At-Risk / Low-Value Customers
15504.0,81,1,52.83,52.83,0,Regular / Moderate-Value Customers
15505.0,53,5,3610.96,3610.96,0,Regular / Moderate-Value Customers
15506.0,23,3,972.08,972.08,0,Regular / Moderate-Value Customers
15507.0,172,1,475.86,475.86,1,At-Risk / Low-Value Customers
15508.0,189,6,1000.27,1000.27,1,At-Risk / Low-Value Customers
15510.0,331,1,250.0,250.0,1,At-Risk / Low-Value Customers
15511.0,12,5,900.53,900.53,0,Regular / Moderate-Value Customers
15512.0,156,2,121.0,121.0,1,At-Risk / Low-Value Customers
15513.0,33,19,14758.220000000001,14758.220000000001,3,Loyal / Valuable Customers
15514.0,12,11,4023.7200000000003,4023.7200000000003,0,Regular / Moderate-Value Customers
15516.0,45,3,62.43,62.43,0,Regular / Moderate-Value Customers
15517.0,233,1,267.03,267.03,1,At-Risk / Low-Value Customers
15518.0,64,8,1921.55,1921.55,0,Regular / Moderate-Value Customers
15520.0,2,1,343.5,343.5,0,Regular / Moderate-Value Customers
15521.0,40,8,3000.2,3000.2,0,Regular / Moderate-Value Customers
15522.0,33,2,397.99,397.99,0,Regular / Moderate-Value Customers
15523.0,84,1,412.01000000000005,412.01000000000005,0,Regular / Moderate-Value Customers
15524.0,25,1,440.0,440.0,0,Regular / Moderate-Value Customers
15525.0,2,3,734.37,734.37,0,Regular / Moderate-Value Customers
15526.0,33,2,148.44,148.44,0,Regular / Moderate-Value Customers
15527.0,19,8,2428.53,2428.53,0,Regular / Moderate-Value Customers
15528.0,254,1,229.33,229.33,1,At-Risk / Low-Value Customers
15529.0,23,11,3962.6,3962.6,0,Regular / Moderate-Value Customers
15530.0,22,4,1497.31,1497.31,0,Regular / Moderate-Value Customers
15531.0,8,2,1972.39,1972.39,0,Regular / Moderate-Value Customers
15532.0,25,4,1564.73,1564.73,0,Regular / Moderate-Value Customers
